,Group,Attribute,Year,QuestionNo,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Marker
848,Services sociaux,Do not support cause,2013,nv_110,0.205753643,7.612166803,0.174981441,0.236525844,1533,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,
849,Services sociaux,Support cause,2013,nv_110,0.158094254,13.74444596,0.115402297,0.200786212,359,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,
850,Services sociaux,Do not support cause,2013,nv_110,0.254521161,6.81335119,0.220449963,0.28859236,931,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,
851,Services sociaux,Support cause,2013,nv_110,0.162258735,15.03314568,0.114333892,0.210183577,282,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,
852,Environnement,Do not support cause,2013,nv_110,0.207093393,3.298741327,0.193671393,0.220515394,5845,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,
853,Environnement,Support cause,2013,nv_110,0.174970811,13.61630222,0.128162009,0.221779614,1510,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,
854,Environnement,Do not support cause,2013,nv_110,0.19812512,6.799213577,0.171658348,0.224591891,1533,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,
855,Environnement,Support cause,2013,nv_110,0.125236548,26.05085046,0.061136887,0.18933621,359,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,*
856,Environnement,Do not support cause,2013,nv_110,0.233782944,6.504827986,0.203904954,0.263660934,931,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,
857,Environnement,Support cause,2013,nv_110,0.143580618,49.71710092,0.003330138,0.283831098,282,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,…
858,Aménagement et logement,Do not support cause,2013,nv_110,0.202763372,3.400843816,0.189215255,0.216311489,5845,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,
859,Aménagement et logement,Support cause,2013,nv_110,0.227020649,9.674824094,0.183867631,0.270173668,1510,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,
860,Aménagement et logement,Do not support cause,2013,nv_110,0.18922504,7.172675322,0.162558755,0.215891326,1533,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,
861,Aménagement et logement,Support cause,2013,nv_110,0.226164896,18.1497642,0.145515908,0.306813885,359,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,*
862,Aménagement et logement,Do not support cause,2013,nv_110,0.227951846,6.545274248,0.198637939,0.257265752,931,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,
863,Aménagement et logement,Support cause,2013,nv_110,0.264633087,22.7951638,0.146113644,0.38315253,282,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,*
864,"Droit, plaidoyer et politique",Do not support cause,2013,nv_110,0.2061611,3.323735662,0.192698283,0.219623917,5845,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,
865,"Droit, plaidoyer et politique",Support cause,2013,nv_110,0.179985494,18.09892924,0.115983555,0.243987432,1510,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,*
866,"Droit, plaidoyer et politique",Do not support cause,2013,nv_110,0.190637494,6.928879394,0.1646853,0.216589687,1533,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,
867,"Droit, plaidoyer et politique",Support cause,2013,nv_110,0.247367317,25.50459037,0.123412499,0.371322136,359,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,*
868,"Droit, plaidoyer et politique",Do not support cause,2013,nv_110,0.229135589,6.565068694,0.199580344,0.258690834,931,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,
869,"Droit, plaidoyer et politique",Support cause,2013,nv_110,0.251970627,30.876262,0.099116427,0.404824826,282,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,*
870,"Subventions, collecte de fonds",Do not support cause,2013,nv_110,0.206584668,3.262380379,0.193343222,0.219826114,5845,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,
871,"Subventions, collecte de fonds",Support cause,2013,nv_110,0.164977922,18.45346391,0.105163423,0.224792421,1510,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,*
872,"Subventions, collecte de fonds",Do not support cause,2013,nv_110,0.192278208,6.77656007,0.166678082,0.217878334,1533,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,
873,"Subventions, collecte de fonds",Support cause,2013,nv_110,0.203624166,35.9724001,0.059710686,0.347537646,359,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,…
874,"Subventions, collecte de fonds",Do not support cause,2013,nv_110,0.232200361,6.469545119,0.202685593,0.261715129,931,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,
875,"Subventions, collecte de fonds",Support cause,2013,nv_110,0.185971608,31.56271462,0.070646536,0.301296681,282,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,*
876,International,Do not support cause,2013,nv_110,0.20585869,3.25040302,0.19271222,0.21900516,5845,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,
877,International,Support cause,2013,nv_110,0.167535095,25.69547391,0.082955584,0.252114606,1510,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,*
878,International,Do not support cause,2013,nv_110,0.194905991,6.722582708,0.169162699,0.220649283,1533,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,
879,International,Support cause,2013,nv_110,0.0,,,,359,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,
880,International,Do not support cause,2013,nv_110,0.228902768,6.475788123,0.199779077,0.258026459,931,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,
881,International,Support cause,2013,nv_110,0.29246491,40.64701945,0.058901281,0.526028538,282,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,…
882,Religion,Do not support cause,2013,nv_110,0.207750884,3.684728737,0.192710769,0.222790998,5845,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,
883,Religion,Support cause,2013,nv_110,0.194034094,7.031344547,0.167228887,0.220839302,1510,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,
884,Religion,Do not support cause,2013,nv_110,0.197892857,7.421425134,0.169037918,0.226747797,1533,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,
885,Religion,Support cause,2013,nv_110,0.174346091,14.28399694,0.125417275,0.223274907,359,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,
886,Religion,Do not support cause,2013,nv_110,0.237663811,6.425657327,0.207659521,0.267668101,931,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,
887,Religion,Support cause,2013,nv_110,0.166244864,22.98351696,0.091174683,0.241315045,282,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,*
888,Entreprises et professionnels,Do not support cause,2013,nv_110,0.205450335,3.255477958,0.192309458,0.218591213,5845,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,
889,Entreprises et professionnels,Support cause,2013,nv_110,0.191008951,17.47805073,0.125417165,0.256600737,1510,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,*
890,Entreprises et professionnels,Do not support cause,2013,nv_110,0.19351688,6.826367047,0.167562466,0.219471295,1533,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,
891,Entreprises et professionnels,Support cause,2013,nv_110,0.165776897,34.45583299,0.053551926,0.278001868,359,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,…
892,Entreprises et professionnels,Do not support cause,2013,nv_110,0.229271015,6.455023397,0.200194007,0.258348023,931,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,
893,Entreprises et professionnels,Support cause,2013,nv_110,0.286463452,38.12825179,0.071868819,0.501058085,282,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,…
894,Autre,Do not support cause,2013,nv_110,0.204286318,3.235479414,0.19130016,0.217272475,5845,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,
895,Autre,Support cause,2013,nv_110,0.240453937,20.52710823,0.143478352,0.337429521,1510,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,CA,*
896,Autre,Do not support cause,2013,nv_110,0.191865316,6.909037683,0.165820771,0.217909861,1533,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,
897,Autre,Support cause,2013,nv_110,0.234525977,39.99624021,0.050231269,0.418820685,359,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,BC,…
898,Autre,Do not support cause,2013,nv_110,0.234747571,6.318337418,0.205606423,0.26388872,931,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,
899,Autre,Support cause,2013,nv_110,0.063476817,63.46799405,-0.015677145,0.142630779,282,Aucun intérêt pour en faire plus,Barriers to volunteering by cause support,AB,…
